Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
50,No,22,5,4,4,14411,1,Yes,13,3,4,32,2,3,32,13,9,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
34,No,7,2,1,3,2308,0,Yes,25,4,2,12,4,3,11,5,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
42,No,2,3,1,2,4841,4,No,14,3,2,4,3,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
37,No,13,3,2,4,4285,1,No,17,3,1,10,2,3,10,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
29,No,8,1,2,1,9715,3,No,13,3,3,9,3,3,7,0,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
33,No,25,3,2,2,4320,1,No,13,3,4,5,2,3,5,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
45,No,28,3,1,4,2132,4,No,20,4,4,8,3,3,5,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
42,No,2,3,3,4,10124,2,Yes,14,3,3,24,3,1,20,13,9,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40,No,9,2,2,1,5473,0,No,12,3,4,9,5,4,8,7,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
33,No,28,4,2,3,5207,1,Yes,12,3,2,15,3,3,15,5,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
40,No,6,2,4,4,16437,1,Yes,21,4,4,21,2,3,21,7,7,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
24,No,21,2,1,1,2296,0,No,14,3,2,2,3,3,1,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
40,No,8,2,2,4,4069,3,Yes,18,3,3,8,2,3,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,No,1,4,3,2,7441,1,No,12,3,1,10,4,3,10,7,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
35,No,28,4,1,3,2430,0,No,23,4,1,6,5,3,5,4,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
32,No,5,2,2,2,5878,3,No,12,3,1,12,2,3,7,2,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,No,2,4,1,4,2644,3,Yes,21,4,4,7,3,2,3,1,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
48,No,16,4,2,3,6439,8,No,14,3,3,18,2,3,8,7,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,No,9,3,1,3,2451,6,No,18,3,1,5,2,2,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
33,No,8,4,2,1,6392,2,No,13,3,4,8,6,1,2,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
30,Yes,1,3,2,1,9714,1,No,11,3,4,10,4,3,10,6,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,No,10,4,2,3,6077,3,No,11,3,3,10,2,3,6,1,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
35,No,1,3,1,1,2450,1,No,19,3,2,3,3,3,3,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
30,No,29,4,3,2,9250,3,No,12,3,2,9,3,3,4,1,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
35,Yes,2,3,1,1,2074,1,Yes,12,3,4,1,2,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53,Yes,2,5,3,4,10169,0,No,16,3,2,34,4,3,33,1,9,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
38,Yes,2,3,2,2,4855,4,No,11,3,1,7,2,3,5,1,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
32,No,1,4,2,1,4087,4,No,14,3,2,9,3,2,6,1,2,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
48,No,15,4,1,1,2367,8,No,12,3,4,10,3,2,8,7,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
34,No,7,4,1,4,2972,1,No,13,3,3,1,4,1,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
55,No,26,5,5,4,19586,1,No,21,4,3,36,3,3,36,2,13,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
34,No,1,4,2,4,5484,9,No,17,3,2,9,3,2,2,2,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
26,No,3,3,1,4,2061,1,No,21,4,1,1,5,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,No,14,3,2,2,9924,0,No,11,3,4,10,3,3,9,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,No,16,3,2,2,4198,2,No,12,3,2,8,5,4,3,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,No,1,4,2,3,6815,6,No,13,3,1,15,5,3,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,No,3,1,1,1,4723,1,Yes,18,3,4,10,3,3,10,1,5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
35,No,10,4,2,3,6142,3,Yes,16,3,3,10,4,3,5,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,No,6,3,3,3,8237,2,No,11,3,1,11,3,3,7,7,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
29,No,2,1,2,4,8853,1,No,19,3,4,6,0,4,6,1,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,No,9,3,5,3,19331,4,Yes,16,3,3,27,2,3,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
23,No,10,3,1,3,2073,2,No,16,3,4,4,2,3,2,2,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
36,No,6,4,2,1,5562,3,Yes,13,3,4,9,3,3,3,0,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
42,No,9,2,5,4,19613,8,No,22,4,4,24,2,3,1,0,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
35,No,28,3,2,3,3407,1,No,17,3,4,10,3,2,10,6,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34,No,10,4,2,3,5063,1,No,14,3,2,8,3,2,8,7,7,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
40,No,14,2,2,1,4639,1,No,15,3,3,5,2,3,5,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
43,No,27,3,1,2,4876,5,No,12,3,3,8,0,3,6,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
35,No,7,2,1,4,2690,1,No,18,3,4,1,5,2,1,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
46,No,1,4,4,1,17567,1,No,15,3,2,27,5,1,26,0,12,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
28,Yes,24,3,1,2,2408,1,Yes,17,3,3,1,3,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
22,No,26,2,1,3,2814,1,Yes,14,3,2,4,2,2,4,1,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
50,No,20,5,4,3,11245,2,Yes,15,3,3,32,3,3,30,12,13,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
32,No,5,4,1,4,3312,3,No,17,3,4,6,3,3,3,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
44,No,7,3,5,4,19049,0,Yes,14,3,4,23,4,2,22,1,10,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,No,7,3,1,2,2141,1,No,12,3,2,6,3,2,6,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
45,No,5,5,2,1,5769,1,Yes,14,3,1,10,3,3,10,1,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
45,No,26,3,2,1,4385,1,No,15,3,1,10,2,3,10,4,5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
31,No,2,4,2,1,5332,7,No,13,3,4,10,3,3,5,0,3,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
36,No,12,4,2,3,4663,9,Yes,12,3,2,7,2,3,3,1,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
34,No,10,4,2,4,4724,1,No,13,3,1,9,3,3,9,7,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
49,No,25,4,1,1,3211,1,No,14,3,4,10,3,2,9,1,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
39,No,10,5,2,1,5377,2,No,13,3,4,10,3,3,7,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
27,No,19,3,1,1,4066,1,No,11,3,1,7,3,3,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
35,No,18,5,2,1,5208,1,No,11,3,4,16,2,3,16,1,10,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
28,No,27,3,2,1,4877,0,No,21,4,2,6,5,2,5,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21,No,5,1,1,4,3117,1,No,18,3,3,3,2,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
18,Yes,3,2,1,4,1569,1,Yes,12,3,3,0,2,4,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
47,No,26,4,5,3,19658,3,No,11,3,3,27,2,3,5,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39,No,3,2,2,3,3069,0,No,15,3,4,11,3,3,10,0,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
40,No,15,3,3,3,10435,1,No,13,3,4,18,2,3,18,14,12,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35,No,8,4,2,3,4148,1,No,12,3,4,15,5,3,14,2,9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,No,19,3,2,3,5768,3,No,17,3,1,9,2,2,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
39,No,4,3,2,3,5042,0,No,13,3,4,10,2,1,9,3,8,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
45,No,2,2,2,4,5770,1,No,19,3,1,10,3,3,10,3,9,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
38,No,2,2,3,3,7756,3,Yes,19,3,4,10,6,4,5,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
35,Yes,10,3,3,1,10306,9,No,17,3,3,15,3,3,13,6,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
37,No,10,3,1,2,3936,1,No,11,3,1,8,2,1,8,7,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
40,No,16,3,3,4,7945,6,Yes,15,3,4,18,2,2,4,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,No,1,5,2,4,5743,4,Yes,11,3,3,14,3,3,10,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
48,No,4,5,4,4,15202,2,No,25,4,2,23,3,3,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
35,Yes,15,2,2,4,5440,6,Yes,14,3,4,7,2,2,2,2,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
24,No,2,1,1,4,3760,1,Yes,13,3,3,6,2,3,6,1,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
27,No,8,3,1,3,3517,7,No,17,3,1,5,0,3,3,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
27,No,2,3,1,4,2580,2,No,13,3,3,6,0,2,4,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
40,Yes,7,3,1,1,2166,3,Yes,14,3,2,10,3,1,4,0,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,No,10,3,2,3,5869,9,No,11,3,3,8,2,3,5,1,4,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
36,No,5,4,3,1,8008,4,No,12,3,3,9,6,3,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25,No,2,1,2,3,5206,1,No,17,3,3,7,6,3,7,0,7,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
39,No,12,3,2,2,5295,4,No,21,4,3,7,3,3,5,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
49,No,22,4,4,2,16413,3,No,16,3,2,27,2,3,4,1,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
50,No,17,5,3,1,13269,5,No,15,3,3,19,3,3,14,1,11,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20,No,2,3,1,3,2783,1,No,19,3,1,2,3,3,2,2,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
34,No,3,3,2,2,5433,1,No,12,3,3,11,2,3,11,7,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,No,7,3,1,2,2013,2,No,11,3,3,15,4,3,4,1,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
49,No,6,1,4,3,13966,2,Yes,19,3,2,30,3,3,15,2,12,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,No,1,4,2,3,4374,0,No,15,3,3,4,6,3,3,1,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
36,No,3,2,2,1,6842,6,No,20,4,1,13,3,3,5,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54,No,22,5,4,3,17426,3,No,25,4,3,36,6,3,10,4,7,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
43,No,15,2,4,3,17603,1,No,24,4,1,14,3,3,14,6,11,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
35,Yes,12,4,2,4,4581,3,Yes,24,4,1,13,2,4,11,6,7,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
38,No,1,3,2,4,4735,7,No,15,3,4,19,4,4,13,2,9,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
29,No,5,3,2,2,4187,1,Yes,13,3,2,10,3,2,10,0,9,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
33,No,2,4,2,4,5505,1,No,14,3,3,6,5,3,6,0,4,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
32,No,2,3,2,2,5470,0,No,13,3,3,10,4,2,9,1,6,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
31,No,5,4,2,4,5476,1,No,11,3,1,10,2,3,10,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
49,No,16,3,1,1,2587,4,Yes,16,3,2,17,2,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
38,No,2,3,1,2,2440,1,No,22,4,2,4,3,3,4,3,3,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
47,No,2,4,4,2,15972,6,No,14,3,3,29,2,3,3,1,2,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
49,No,1,3,4,3,15379,4,No,14,3,1,23,2,3,8,0,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
41,No,23,2,3,3,7082,3,Yes,16,3,4,21,2,3,2,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
20,No,9,1,1,1,2728,1,No,11,3,1,2,3,3,2,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
33,No,16,3,2,4,5368,1,Yes,25,4,3,7,2,3,6,1,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,No,26,4,2,3,5347,6,No,14,3,2,10,2,2,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
44,No,1,3,1,4,3195,4,Yes,18,3,1,8,2,3,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,Yes,8,1,1,3,3989,1,Yes,11,3,1,5,2,3,5,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
38,No,4,2,1,3,3306,7,No,19,3,4,7,5,2,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
53,No,24,4,3,4,7005,3,No,15,3,3,11,2,3,4,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
48,Yes,7,2,1,3,2655,2,Yes,11,3,3,19,3,3,9,7,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
32,Yes,2,4,1,2,1393,1,No,12,3,1,1,2,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
26,No,7,3,1,4,2570,1,No,20,4,3,7,5,3,7,5,7,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
55,No,22,3,1,2,3537,5,No,12,3,4,8,1,3,4,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
34,No,5,2,2,4,3986,1,No,14,3,3,15,3,4,15,4,13,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
60,No,1,4,3,4,10883,3,No,20,4,3,19,2,4,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
33,No,21,3,1,2,2028,1,No,18,3,4,14,6,3,14,2,13,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
37,No,1,4,2,4,9525,1,No,14,3,3,6,2,2,6,1,3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
34,No,19,3,1,4,2929,1,No,12,3,2,10,3,3,10,8,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
23,Yes,7,3,1,4,2275,1,Yes,21,4,2,3,2,3,3,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
44,No,2,3,3,4,7879,1,Yes,19,3,2,9,2,3,8,6,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,No,2,4,1,4,4930,0,Yes,14,3,3,6,2,4,5,1,4,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
43,No,2,3,2,4,7847,1,Yes,17,3,1,10,3,3,10,8,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
24,No,9,3,1,3,4401,1,No,16,3,4,5,1,3,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
41,No,6,3,3,3,9241,1,No,12,3,2,10,3,3,10,8,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
29,No,9,4,1,3,2974,9,No,17,3,3,9,2,3,5,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
36,No,2,4,2,4,4502,3,No,15,3,3,17,2,2,13,6,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
45,No,1,1,3,3,10748,3,No,23,4,4,25,3,2,23,14,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
24,Yes,22,1,1,3,1555,1,No,11,3,3,1,2,3,1,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
47,Yes,9,3,4,3,12936,7,No,11,3,3,25,3,1,23,14,10,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
26,No,17,4,1,3,2305,1,No,15,3,3,3,3,4,3,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
45,No,28,2,4,2,16704,1,No,11,3,3,21,2,3,21,8,6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
32,No,10,3,1,3,3433,6,No,13,3,1,10,3,2,5,1,3,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
31,No,2,4,1,3,3477,1,No,14,3,4,6,2,4,5,0,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
41,No,4,3,2,2,6430,6,No,19,3,2,10,4,3,3,1,2,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
40,No,8,2,2,1,6516,2,Yes,16,3,2,18,3,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
24,No,29,1,1,1,3907,1,No,13,3,2,6,2,4,6,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
46,No,13,4,2,2,5562,6,No,14,3,4,19,3,3,10,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,No,27,4,2,3,6883,2,No,16,3,2,17,3,3,7,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
30,No,16,1,1,4,2862,1,No,12,3,2,10,2,2,10,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
47,No,2,4,2,2,4978,7,No,11,3,4,4,3,1,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
46,No,2,3,3,4,10368,4,Yes,12,3,2,13,5,2,10,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
36,Yes,13,5,2,1,6134,5,Yes,13,3,2,16,3,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,Yes,1,2,2,2,6735,6,No,15,3,2,10,2,3,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
23,No,4,1,1,2,3295,1,No,13,3,3,3,3,1,3,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
31,No,24,1,2,4,5238,2,No,20,4,4,9,3,2,5,1,4,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
39,No,1,3,2,4,6472,1,Yes,15,3,4,9,2,3,9,5,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
32,No,19,3,3,3,9610,3,No,13,3,3,10,2,1,4,0,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
40,No,7,4,5,2,19833,1,No,14,3,2,21,3,2,21,12,8,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
45,No,4,3,3,3,9756,4,No,21,4,3,9,2,4,5,0,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30,No,2,4,1,1,4968,0,No,16,3,4,10,2,3,9,0,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
24,No,10,3,1,4,2145,0,No,14,3,4,3,2,3,2,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
30,Yes,8,3,1,4,2180,6,No,11,3,3,6,0,2,4,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31,No,5,3,2,3,8346,1,No,19,3,3,6,3,3,5,0,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
27,No,8,3,1,4,3445,1,No,11,3,3,6,5,2,6,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29,Yes,9,3,1,2,2760,1,No,13,3,3,2,3,3,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
29,No,1,3,2,3,6294,8,Yes,12,3,4,10,5,4,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
30,No,15,2,3,1,7140,2,No,11,3,1,12,2,3,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34,No,2,4,1,4,2932,0,Yes,14,3,1,6,3,3,5,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
33,No,2,3,2,2,5147,8,No,15,3,4,13,2,2,11,1,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
49,No,11,4,2,4,4507,3,No,12,3,3,8,1,4,5,0,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
33,Yes,16,3,3,1,8564,2,Yes,20,4,3,11,2,2,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
38,No,2,2,1,2,2468,4,No,14,3,2,9,4,2,6,0,5,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
31,Yes,16,4,3,3,8161,2,No,13,3,1,10,2,3,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
29,No,4,3,1,1,2109,1,No,13,3,3,1,2,3,1,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
30,No,16,3,2,3,5294,3,No,16,3,3,10,3,3,7,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
32,No,5,4,1,2,2718,2,No,14,3,2,12,3,3,7,0,7,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
