,name,rating,reviews,salary,company_type,headquarter
8149,Aashman Foundation,3.6,84,147.0,1k-5k Employees ,Panchkula
8150,Alco Foods,4.0,84,213.0,10k-50k Employees ,Raipur
8151,PERSOLKELLY,4.0,84,452.0,201-500 Employees ,Gurgaon/Gurugram
8152,Pearl Organisation,3.0,84,178.0,51-200 Employees ,Dehradun
8153,MosChip Institute of Silicon Systems,4.6,84,24.0,Education & Training ,Hyderabad/Secunderabad
8154,Bizbox Publishing,2.9,84,310.0,IT Services & Consulting ,New Delhi
8155,Centurion Software Solutions,4.4,84,1400.0,11-50 Employees ,Bengaluru/Bangalore
8156,Competition Team Technology,4.1,84,727.0,Oragadam +2 more,Oragadam
8157,PressureJet Systems,4.3,84,237.0,Industrial Machinery ,Ahmedabad
8158,Donaldson India Filter Systems,4.0,84,569.0,Industrial Machinery ,Gurgaon
8159,Realme Mobile Telecommunications,3.5,83,493.0,Consumer Electronics & Appliances ,Shenzhen
8160,Isolux Corsan,3.9,83,144.0,Engineering & Construction ,Madrid
8161,Ceratizit,4.3,83,644.0,Industrial Machinery ,Mamer
8162,LNJ Bhilwara Group,3.8,83,377.0,Fashion & Textile ,Noida
8163,Cybernetik Technologies,4.0,83,547.0,Industrial Automation ,Pune
8164,The Company of Others,3.9,83,4600.0,Media & Entertainment ,Houston
8165,Solugenix India Private Limited,3.6,83,847.0,IT Services & Consulting ,Brea
8166,Mtandt,3.5,83,564.0,Industrial Machinery ,Chennai
8167,Dr D Y Patil Medical College,4.0,83,631.0,Healthcare ,Pune
8168,Nxtgen Datacenter Cloud Technologies,3.5,83,633.0,IT Services & Consulting ,Bangalore
8169,Shree Balaji Construction,3.9,83,501.0,Engineering & Construction ,Ahmedabad
8170,Sapphire Infocom,4.9,83,9.0,IT Services & Consulting ,Ahmedabad
8171,Radixweb,3.1,83,598.0,IT Services & Consulting ,Ahmedabad
8172,Wittur Elevator Components,3.6,83,552.0,Industrial Machinery ,Sulzemoos - Wiedenzhausen
8173,Valenta AI Private Limited,3.5,83,456.0,IT Services & Consulting ,North York
8174,Sri Mookambika Infosolutions,3.8,83,562.0,IT Services & Consulting ,MADURAI
8175,TVS Next,3.5,83,1100.0,IT Services & Consulting ,New Jersey
8176,Qi Spine Clinic,2.8,83,255.0,201-500 Employees ,Mumbai
8177,Birla Sun Life Mutual Fund,4.1,83,327.0,Insurance ,Mumbai
8178,HH Global,3.9,83,839.0,IT Services & Consulting ,Leatherhead
8179,Fiverr Inc.,4.2,83,574.0,Internet ,Tel Aviv
8180,FLINTO LEARNING SOLUTIONS,2.8,83,648.0,Education & Training ,Chennai
8181,L&T Minerals & Metals,4.2,83,66.0,Engineering & Construction ,Kolkata
8182,ZIGRAM,3.3,83,586.0,IT Services & Consulting ,Gurgaon/Gurugram
8183,Outbooks Outsourcing,3.9,83,419.0,Accounting & Auditing ,Harrow
8184,Synamedia,3.5,83,1000.0,Software Product ,Staines
8185,Centrient Pharmaceuticals,3.8,83,795.0,Pharma ,Rotterdam
8186,Arcon TechSolutions,3.7,83,705.0,IT Services & Consulting ,Mumbai
8187,Xerago,3.6,83,549.0,Marketing & Advertising ,Chennai
8188,Sharp Sight,3.8,83,431.0,Healthcare ,Delhi/NCR
8189,Knowlarity,3.9,83,933.0,BPO ,Gurgaon
8190,Privi Speciality Chemicals,3.4,83,565.0,Chemicals ,Mahad
8191,Thar Worx,3.9,83,678.0,1k-5k Employees ,Bengaluru/Bangalore
8192,Namaste Credit,3.6,83,555.0,FinTech ,Bangalore
8193,M G Contractors,4.3,83,424.0,Engineering & Construction ,Delhi
8194,Simeio Solutions,3.7,83,927.0,IT Services & Consulting ,Mumbai
8195,Rain Cii Carbon Vizag,4.0,83,431.0,Chemicals ,Visakhapatnam
8196,Sms Integrated Facility Services,4.0,83,551.0,Facility Management Services ,Mumbai
8197,Infinity Learn,3.2,83,619.0,EdTech ,Hyderabad
8198,MDeverywhere India,3.3,83,425.0,IT Services & Consulting ,Noida
8199,Aero Club,3.9,83,383.0,Education & Training ,Delhi/NCR
8200,Firepro Systems,3.9,83,386.0,Law Enforcement & Security ,Bangalore/Bengaluru
8201,Royal HaskoningDHV,4.5,83,373.0,Engineering & Construction ,Amersfoort
8202,Isolux Corsan,3.9,83,144.0,Engineering & Construction ,Madrid
8203,NIMHANS,4.5,83,370.0,Healthcare ,Bangalore/Bengaluru
8204,National Dairy Development Board,3.9,83,433.0,Food Processing ,Anand
8205,Qtech Software,4.1,83,366.0,IT Services & Consulting ,Mumbai
8206,Skymet Weather Services,4.1,83,419.0,IT Services & Consulting ,Noida
8207,Reebok,4.7,83,315.0,Fashion & Textile ,Boston
8208,TAM Media Research,3.6,83,368.0,Analytics & KPO ,Mumbai
8209,Cybertech Systems & Software,3.8,83,878.0,IT Services & Consulting ,Oak Brook
8210,CL MICROMED,3.8,83,174.0,Medical Equipment ,New Delhi
8211,Syndrome Technologies,4.3,83,366.0,IT Services & Consulting ,Mumbai
8212,Duncans Industries,4.2,83,235.0,Food Processing ,Kolkata
8213,Acebright Pharma,3.3,83,597.0,Pharma ,Bangalore/Bengaluru
8214,MahaOnline,4.6,83,260.0,IT Services & Consulting ,Mumbai
8215,OASYS Tech Solutions,3.3,83,391.0,IT Services & Consulting ,Bhubaneswar
8216,Blue Rose Technologies,3.6,83,816.0,IT Services & Consulting ,Miami
8217,Cogneesol,3.8,83,514.0,Accounting & Auditing ,New York
8218,Schiller Healthcare India,3.7,83,440.0,Medical Equipment ,Mumbai
8219,Jumbo Electronics,3.6,83,356.0,Retail ,Dubai
8220,Bal Bharati Public School,4.1,83,325.0,Education & Training ,Noida
8221,Wockhardt Foundation,3.7,83,264.0,Non-Profit ,Mumbai
8222,Huber Suhner Electronics,3.8,83,569.0,Electrical Equipment ,Pfäffikon
8223,Rhenus Logistics,3.6,83,636.0,Logistics ,Holzwickede
8224,Line O Matic Graphic Industries,3.6,83,548.0,Pulp & Paper ,Ahmedabad
8225,Input Zero Technologies,4.2,83,413.0,Analytics & KPO ,Gurgaon/Gurugram
8226,Shivashakti Bio Technologies,3.9,83,385.0,Biotechnology ,Hyderabad/Secunderabad
8227,OASYS Tech Solutions,3.3,83,391.0,IT Services & Consulting ,Bhubaneswar
8228,NBFC,4.1,83,1000.0,Insurance ,Gurgaon/Gurugram
8229,ERA's Lucknow Medical College & Hospital,4.1,83,450.0,Education & Training ,Lucknow
8230,vConstruct,4.1,83,566.0,Engineering & Construction ,Pune
8231,Damac Properties,3.4,83,437.0,Real Estate ,Dubai
8232,Saarathi Healthcare,3.6,83,308.0,Healthcare ,Jodhpur
8233,Cybertech Systems & Software,3.8,83,878.0,IT Services & Consulting ,Oak Brook
8234,Syndrome Technologies,4.3,83,366.0,IT Services & Consulting ,Mumbai
8235,CL MICROMED,3.8,83,174.0,Medical Equipment ,New Delhi
8236,Srinivasa Sales & Services,3.9,83,236.0,Automobile ,Hyderabad
8237,Ankura Hospital,3.3,83,567.0,Healthcare ,Hyderabad
8238,Rain Cii Carbon Vizag,4.0,83,431.0,Chemicals ,Visakhapatnam
8239,BIZONGO,3.3,83,964.0,Emerging Technologies ,Mumbai
8240,Fiverr Inc.,4.2,83,574.0,Internet ,Tel Aviv
8241,Asian Institute of Gastroenterology,4.4,83,427.0,Healthcare ,Hyderabad/Secunderabad
8242,Wockhardt Foundation,3.7,83,264.0,Non-Profit ,Mumbai
8243,BPR Infrastructure,3.5,83,279.0,Engineering & Construction ,Hyderabad
8244,Bal Bharati Public School,4.1,83,325.0,Education & Training ,Noida
8245,ERA's Lucknow Medical College & Hospital,4.1,83,450.0,Education & Training ,Lucknow
8246,Mtandt,3.5,83,564.0,Industrial Machinery ,Chennai
8247,Brihanmumbai Electric Supply And Transport,4.5,83,250.0,Urban Transport ,Mumbai
8248,Rcpl Logistics,2.9,83,247.0,Logistics ,New Delhi
8249,Louis Dreyfus Company,3.9,83,85.0,Agriculture ,GenÃ¨ve
8250,Mcpi,4.0,83,506.0,Chemicals ,Kolkata
8251,Nijji Healthcare,3.6,83,216.0,BPO ,Kolkata
8252,Damac Properties,3.4,83,437.0,Real Estate ,Dubai
8253,Seashell Logistics,4.0,83,422.0,Logistics ,Navi Mumbai
8254,Saarathi Healthcare,3.6,83,308.0,Healthcare ,Jodhpur
8255,Cybernetik Technologies,4.0,83,547.0,Industrial Automation ,Pune
8256,Emiza Supply Chain Services,3.8,83,389.0,Logistics ,Mumbai
8257,Ankura Hospital,3.3,83,567.0,Healthcare ,Hyderabad
8258,Srinivasa Sales & Services,3.9,83,236.0,Automobile ,Hyderabad
8259,Dedicated Freight Corridor Corporation Of India,3.9,83,504.0,Government ,New Delhi
8260,Teqtous Inc,5.0,83,9.0,IT Services & Consulting ,Bengaluru/Bangalore
8261,Hipower Support Center,3.1,83,211.0,BPO ,Bengaluru
8262,FLINTO LEARNING SOLUTIONS,2.8,83,648.0,Education & Training ,Chennai
8263,L&T Minerals & Metals,4.2,83,66.0,Engineering & Construction ,Kolkata
8264,Arcon TechSolutions,3.7,83,705.0,IT Services & Consulting ,Mumbai
8265,Sharp Sight,3.8,83,431.0,Healthcare ,Delhi/NCR
8266,Oerlikon Balzers,3.7,83,576.0,Metals & Mining ,Pune
8267,Xerago,3.6,83,549.0,Marketing & Advertising ,Chennai
8268,Spc Life Sciences,3.1,83,543.0,Clinical Research ,Vadodara
8269,Export Trading group,3.1,83,530.0,IT Services & Consulting ,Dubai
8270,BSL,3.6,82,515.0,Fashion & Textile ,Bhilwara
8271,Happay,3.3,82,705.0,Software Product ,Bangalore
8272,Lithium Urban Technologies,3.5,82,428.0,Urban Transport ,Bangalore
8273,ESSPL,4.3,82,626.0,IT Services & Consulting ,Bhubaneswar
8274,Ashida Electronics,3.4,82,473.0,Electronics Manufacturing ,Thane
8275,Unique Pharmaceutical Laboratories,4.1,82,622.0,Pharma ,Lagos
8276,Almeer Technical Services Co. W.L.L,3.9,82,336.0,Engineering & Construction ,Ahmadi
8277,Paranjape Autocast,3.6,82,509.0,Auto Components ,Pune
8278,VTP GROUP,3.7,82,601.0,Real Estate ,Pune
8279,Merino Panel Products,4.1,82,479.0,Furniture & Furnishing ,Kolkata
8280,Kalindee Rail Nirman (E),3.9,82,310.0,Telecom ,Delhi/NCR
8281,Nxtra Data,4.0,82,505.0,IT Services & Consulting ,Gurgaon
8282,Basavatarakam Indo American Cancer Hospital Research Institute,4.4,82,295.0,Healthcare ,Hyderabad
8283,Aakash Hospital,4.0,82,455.0,Healthcare ,Delhi/NCR
8284,Kasturba Medical College,4.6,82,289.0,Education & Training ,Udupi
8285,Dayal Group,4.0,82,405.0,201-500 Employees ,Meerut
8286,Foodhall Future Group,4.1,82,327.0,Retail ,Bangalore
8287,Suncity Projects,3.9,82,406.0,Real Estate ,Gurgaon/Gurugram
8288,Gadre Marine Export,3.7,82,405.0,Food Processing ,Ratnagiri
8289,Keya Foods International,4.0,82,347.0,FMCG ,Mumbai
8290,Starion India,3.7,82,468.0,Electronics Manufacturing ,Noida
8291,Karuna Greentech,2.6,82,159.0,Electrical Equipment ,Kolkata
8292,Kalburgi Cement,3.8,82,368.0,Building Material ,Hyderabad
8293,Cosma International India,3.7,82,241.0,Auto Components ,Pune
8294,Tekshapers Software Solutions,3.0,82,666.0,IT Services & Consulting ,Troy
8295,Paharpur 3P,4.2,82,457.0,Packaging ,Sahibabad
8296,Timezone Entertainment,3.9,82,304.0,Events ,Perth
8297,The George Telegraph Training Institute,3.2,82,374.0,Education & Training ,Kolkata
8298,Regency Health Care,4.3,82,381.0,1k-5k Employees ,Kanpur
8299,SKDRDP,4.3,82,236.0,Non-Profit ,Daramasthala
8300,Windals Precision,4.1,82,544.0,Auto Components ,Mumbai
8301,Itron,4.2,82,1200.0,Waste Management ,Liberty Lake
8302,Dayal Group,4.0,82,405.0,201-500 Employees ,Meerut
8303,ESSPL,4.3,82,626.0,IT Services & Consulting ,Bhubaneswar
8304,Futures First info Services,3.8,82,781.0,Financial Services ,Gurgaon
8305,Deepak Foundation,3.9,82,328.0,Non-Profit ,Vadodara/Baroda
8306,Ortel Communications,3.7,82,245.0,Media & Entertainment ,Bhubaneswar
8307,Supertron Electronics,4.5,82,375.0,IT Services & Consulting ,Kolkata
8308,IFTM University,3.3,82,401.0,Education & Training ,Moradabad
8309,Tata Tinplate,3.4,82,439.0,Iron & Steel ,Kolkata
8310,Tamil Nadu Electricity Board,4.2,82,442.0,Power ,Chennai
8311,Institute of Advance Network Technology,2.9,82,345.0,Education & Training ,Vadodara
8312,General Industrial Controls,3.8,82,757.0,Industrial Machinery ,Pune
8313,Surya Food & Agro,3.4,82,290.0,Food Processing ,Noida
8314,Babaji Shivram Clearing & Carriers,3.6,82,513.0,Logistics ,Mumbai
8315,Wunderman,2.9,82,845.0,Marketing & Advertising ,New York
8316,Rysun Labs,3.3,82,572.0,IT Services & Consulting ,Milpitas
8317,Global Market Insights,2.9,82,509.0,Analytics & KPO ,Selbyville
8318,F5 Networks,4.0,82,1100.0,IT Services & Consulting ,Seattle
8319,Bioworld Merchandising,3.9,82,625.0,Retail ,Gurgaon/Gurugram
8320,42Gears Mobility Systems,4.2,82,549.0,Software Product ,Bangalore Rural
8321,Aakash Hospital,4.0,82,455.0,Healthcare ,Delhi/NCR
8322,Kasturba Medical College,4.6,82,289.0,Education & Training ,Udupi
8323,The George Telegraph Training Institute,3.2,82,374.0,Education & Training ,Kolkata
8324,Merino Panel Products,4.1,82,479.0,Furniture & Furnishing ,Kolkata
8325,Unique Pharmaceutical Laboratories,4.1,82,622.0,Pharma ,Lagos
8326,Regency Health Care,4.3,82,381.0,1k-5k Employees ,Kanpur
8327,Timezone Entertainment,3.9,82,304.0,Events ,Perth
8328,Spaze Towers,3.8,82,445.0,Real Estate ,Gurgaon/Gurugram
8329,First Step Babywear,4.1,82,600.0,Fashion & Textile ,Hosur
8330,SKDRDP,4.3,82,236.0,Non-Profit ,Daramasthala
8331,Vivekananda Hospital,3.4,82,433.0,Healthcare ,Latur
8332,Radio City 91.1 FM,4.0,82,464.0,Broadcasting ,Mumbai
8333,Vibrant Screen,3.9,82,423.0,Recruitment ,Bangalore
8334,Sugal & Damani,3.8,82,460.0,51-200 Employees ,Gurugram
8335,Obeetee,4.1,82,508.0,Fashion & Textile ,Noida
8336,Sun Pharma Advanced Research Company,4.3,82,544.0,Pharma ,Mumbai
8337,Axtel Industries,4.2,82,563.0,Industrial Machinery ,Vadodara/Baroda
8338,Kalindee Rail Nirman (E),3.9,82,310.0,Telecom ,Delhi/NCR
8339,Nxtra Data,4.0,82,505.0,IT Services & Consulting ,Gurgaon
8340,Vijay Raja Homes,4.1,82,435.0,Real Estate ,Chennai
8341,Gfl,3.9,82,408.0,Chemicals ,Dahej
8342,Motherson Molds And Diecasting,3.5,82,391.0,Auto Components ,Manesar
8343,Karuna Greentech,2.6,82,159.0,Electrical Equipment ,Kolkata
8344,Kalburgi Cement,3.8,82,368.0,Building Material ,Hyderabad/Secunderabad
8345,Cosma International India,3.7,82,241.0,Auto Components ,Pune
8346,Foodhall Future Group,4.1,82,327.0,Retail ,Mumbai
8347,Som Projects (S.P.L),4.1,82,522.0,Engineering & Construction ,New Delhi
8348,Express Housekeeper,3.9,82,349.0,Facility Management Services ,Gurgaon/Gurugram
8349,Kinetic Green Energy And Power Solutions,3.7,82,465.0,Power ,Pune
8350,Gadre Marine Export,3.7,82,405.0,Food Processing ,Ratnagiri
8351,Keya Foods International,4.0,82,347.0,FMCG ,Mumbai
8352,Starion India,3.7,82,468.0,Electronics Manufacturing ,Pune
8353,Happay,3.3,82,705.0,Software Product ,Bengaluru/Bangalore
8354,Camlin Fine Sciences,3.4,82,663.0,Chemicals ,Mumbai
8355,Lithium Urban Technologies,3.5,82,428.0,Urban Transport ,Bengaluru/Bangalore
8356,Ashida Electronics,3.4,82,473.0,Electronics Manufacturing ,Thane
8357,Jekson Vision,3.8,82,763.0,Industrial Machinery ,Ahmedabad
8358,Promac Engineering Industries,3.9,82,413.0,Industrial Machinery ,Bengaluru/Bangalore
8359,FMI Automotive Components,4.1,82,472.0,Auto Components ,Manesar
8360,COSMO Infrasolutions,4.1,82,265.0,Telecom ,Jaipur
8361,Alphamed Formulations,4.3,82,427.0,Pharma ,Hyderabad/Secunderabad
8362,SoCoMo Technologies,3.3,82,306.0,Internet ,Chandigarh
8363,Safari Company,3.8,82,246.0,Travel & Tourism ,Lagos
8364,Covenant Consultants,4.3,82,502.0,Recruitment ,Chennai
8365,Suncity Projects,3.9,82,406.0,Real Estate ,Gurgaon/Gurugram
8366,OPTCL,4.2,82,199.0,Power ,Bhubaneswar
8367,Hema's Enterprises,4.0,82,420.0,IT Services & Consulting ,Cuddalore
8368,Academor,3.8,82,65.0,Education & Training ,Bengaluru/Bangalore
8369,DesiChef,2.4,82,203.0,Ludhiana +9 more,Ludhiana
8370,Srijan Realty,3.5,82,598.0,Real Estate ,Kolkata
8371,Arvind Smartspaces,3.5,82,419.0,Real Estate ,Ahmedabad
8372,Modern Informatics,3.2,82,465.0,IT Services & Consulting ,Navi Mumbai
8373,Kshema Power And Infrastructure Company,3.9,81,511.0,Power ,Kochi/Cochin
8374,Panchayati Raj Department,3.6,81,207.0,Government ,Patna
8375,Medicover Fertility,3.7,81,427.0,Healthcare ,Stockholm
8376,Dd Motors,3.7,81,545.0,Automobile ,New Delhi
8377,Amrit Bottlers,4.0,81,418.0,Beverage ,Faizabad
8378,Jumeirah International,4.6,81,209.0,Hospitality ,Dubai
8379,Kserve Bpo,3.4,81,397.0,BPO ,Thane
8380,RCS Technologies,3.7,81,502.0,IT Services & Consulting ,Bengaluru
8381,Interocean Group,3.6,81,184.0,Ports & Shipping ,New Delhi
8382,Kserve Bpo,3.4,81,397.0,BPO ,Thane
8383,Merino Group,3.6,81,532.0,Furniture & Furnishing ,New Delhi
8384,Sakthi Finance,4.2,81,452.0,Financial Services ,Coimbatore
8385,P&R Infraprojects,4.2,81,328.0,Engineering & Construction ,Chandigarh
8386,Agriculture Insurance Company of India,4.0,81,305.0,Insurance ,Delhi
8387,FANUC,3.7,81,669.0,Industrial Machinery ,Oshino
8388,Lazza Ice Creams,3.4,81,401.0,Food Processing ,Cochin
8389,Lumax Mannoh Allied Technologies,4.3,81,494.0,Auto Components ,Gurugram
8390,Luxottica India Eyewear,4.0,81,406.0,Fashion & Textile ,Milan
8391,Adhunik Power,4.0,81,412.0,Power ,Kolkata
8392,Kalinga University,3.2,81,336.0,Education & Training ,Raipur
8393,Ascent Meditech,3.4,81,508.0,51-200 Employees ,Silvassa
8394,Machino Polymers,3.3,81,499.0,Petrochemicals ,Gurgaon
8395,Empire Spices & Foods,4.5,81,401.0,FMCG ,Nasik/Nashik
8396,Shabari Telecable Network,3.7,81,523.0,Facility Management Services ,Bangalore/Bengaluru
8397,Loyal Textile Mills,3.6,81,589.0,Fashion & Textile ,Chennai
8398,Target Publications,4.1,81,248.0,Printing & Publishing ,Mumbai
8399,APPL Industries,3.7,81,543.0,Chemicals ,Pune
8400,Bo International,3.8,81,335.0,Beauty & Personal Care ,Delhi/NCR
8401,SOGEFI ENGINE SYSTEMS INDIA,3.1,81,632.0,Gurgaon/Gurugram +3 more,Gurgaon/Gurugram
8402,FINPLAN INTERNATIONAL EDUCATION,4.7,81,74.0,Education & Training ,Mumbai
8403,Anand Rathi Wealth Management,3.5,81,779.0,Financial Services ,Mumbai
8404,Twin Health,3.5,81,402.0,Healthcare ,San Francisco
8405,Frugal Testing,4.7,81,65.0,IT Services & Consulting ,Hyderabad
8406,DHL IT Services,4.4,81,933.0,501-1k Employees ,Chennai
8407,Utracon Structural Systems,4.1,81,332.0,Engineering & Construction ,Singapore
8408,Amoda Group of Industries,4.3,81,196.0,Metals & Mining ,Hyderabad
8409,Guardian Healthcare Services,3.7,81,468.0,Fitness & Wellness ,Mumbai
8410,Varrsana Ispat,3.5,81,474.0,Engineering & Construction ,New Delhi
8411,Square Capital Advisory Services,3.1,81,511.0,NBFC ,Gurgaon
8412,VAR Facility Management Solutions,4.4,81,364.0,Facility Management Services ,Bengaluru
8413,Mumbai District Central Co-operative Bank,4.5,81,188.0,Banking ,Mumbai
8414,Fairdebt Solutions,4.7,81,50.0,BPO ,Bengaluru/Bangalore
8415,TuringMinds,2.4,81,282.0,Hyderabad/Secunderabad +5 more,Hyderabad/Secunderabad
8416,Piramal Finance Sales And Service,4.2,81,379.0,NBFC ,Faridabad
8417,TeamLease Staffing Solutions,3.8,81,1000.0,Internet ,Bangalore
8418,MicroGenesis CADSoft,4.5,81,250.0,Software Product ,Bangalore/Bengaluru
8419,SSP India,3.9,81,750.0,IT Services & Consulting ,Halifax
8420,Express Clinics,2.3,81,460.0,Healthcare ,Pune
8421,Princeware,3.7,81,541.0,Petrochemicals ,Mumbai
8422,Aravind Eye Hospital,4.1,81,316.0,Healthcare ,Madurai
8423,Lokmanya Multipurpose Co-op Society,3.7,81,488.0,Financial Services ,Belgaum
8424,DWD Pharmaceuticals,3.7,81,422.0,Pharma ,Mumbai
8425,Dd Motors,3.7,81,545.0,Automobile ,New Delhi
8426,Little Flower School,4.0,81,285.0,Education & Training ,Maryland
8427,MakroCare,3.8,81,547.0,Pharma ,Princeton
8428,Cxc Infotech,3.3,81,473.0,Financial Services ,Dallas
8429,Engineering Projects,3.7,81,554.0,Engineering & Construction ,New Delhi
8430,Cheminova,4.1,81,251.0,Agriculture ,Lemwig
8431,Classteacher Learning System,3.9,81,242.0,EdTech ,Gurgaon
8432,Recaero,3.9,81,434.0,Aviation ,Verniolle
8433,United Biotech,3.9,81,455.0,Pharma ,Delhi/NCR
8434,Varrsana Ispat,3.5,81,474.0,Engineering & Construction ,New Delhi
8435,Iscon Balaji Foods,4.1,81,521.0,Food Processing ,Ahmedabad
8436,Entra Solutions,3.6,81,421.0,Financial Services ,Gurgaon/Gurugram
8437,Square Capital Advisory Services,3.1,81,511.0,NBFC ,Gurgaon
8438,VAR Facility Management Solutions,4.4,81,364.0,Facility Management Services ,Bengaluru
8439,Utracon Structural Systems,4.1,81,332.0,Engineering & Construction ,Singapore
8440,Amoda Group of Industries,4.3,81,196.0,Metals & Mining ,Hyderabad
8441,Guardian Healthcare Services,3.7,81,468.0,Fitness & Wellness ,Mumbai
8442,SPS Hospitals,4.6,81,214.0,Healthcare ,Ludhiana
8443,Kshema Power And Infrastructure Company,3.9,81,511.0,Power ,Kochi/Cochin
8444,Computer Technologies,4.2,81,96.0,IT Services & Consulting ,Pune
8445,Fotografik Enterprises,3.5,81,324.0,51-200 Employees ,Chandigarh
8446,Zopsmart Technology,3.1,81,647.0,Software Product ,Bangalore
8447,Linux Laboratories,3.4,81,343.0,Pharma ,Chennai
8448,Reserve Bank Information Technology,3.8,81,864.0,IT Services & Consulting ,Navi Mumbai
8449,MINI MUTHOOTTU NIDHI K,3.7,81,391.0,NBFC ,Kochi/Cochin
8450,Reliable Spaces,3.2,81,380.0,Real Estate ,Navi Mumbai
8451,Evolve Back Luxury Resorts,4.3,81,220.0,501-1k Employees ,Bengaluru/Bangalore
8452,One Point Solutions,2.9,81,662.0,Gurgaon/Gurugram +8 more,Gurgaon/Gurugram
8453,Twin Health,3.5,81,402.0,Healthcare ,San Francisco
8454,Frugal Testing,4.7,81,65.0,IT Services & Consulting ,Hyderabad
8455,DHL IT Services,4.4,81,933.0,501-1k Employees ,Chennai
8456,Airtel X- Labs,3.2,81,878.0,1k-5k Employees ,Gurgaon/Gurugram
8457,Captain Steel,4.0,81,408.0,Iron & Steel ,Kolkata
8458,Deqode,3.7,81,585.0,IT Services & Consulting ,San Francisco
8459,Euronet Global Development Center,3.9,81,718.0,FinTech ,Leawood
8460,Recaero,3.9,81,434.0,Aviation ,Verniolle
8461,Stanley Lifestyles,4.0,81,653.0,Furniture & Furnishing ,Bengaluru
8462,Absotherm Facility Management,4.3,81,255.0,Facility Management Services ,Thane
8463,IVL Dhunseri Petrochem Industries,4.1,81,388.0,Chemicals ,Kolkata
8464,Entra Solutions,3.6,81,421.0,Financial Services ,Gurgaon/Gurugram
8465,Paramount Plaster,3.6,81,111.0,Metals & Mining ,Gwalior
8466,Machino Polymers,3.3,81,499.0,Petrochemicals ,Gurgaon
8467,Empire Spices & Foods,4.5,81,401.0,FMCG ,Nasik/Nashik
8468,Lumax Mannoh Allied Technologies,4.3,81,494.0,Auto Components ,Gurugram
8469,Iscon Balaji Foods,4.1,81,521.0,Food Processing ,Ahmedabad
8470,Luxottica India Eyewear,4.0,81,406.0,Fashion & Textile ,Milan
8471,SMSlocal,4.8,81,,Mumbai +2 more,Mumbai
8472,Zynova Shalby Multispecialty Hospitals,4.7,81,2.0,Healthcare ,Mumbai
8473,Aarav Global Products & Services Private Limited,3.3,81,537.0,IT Services & Consulting ,Malad
8474,NetProphets Cyberworks,3.5,81,714.0,IT Services & Consulting ,Noida
8475,Scymes Services,3.9,81,296.0,IT Services & Consulting ,Mumbai
8476,Rockwell Industries,4.1,81,477.0,Electronics Manufacturing ,Hyderabad
8477,Sud Chemie,4.3,80,472.0,Chemicals ,New Delhi
8478,ACCOUNTING FIRM,4.1,80,670.0,Accounting & Auditing ,New Delhi
8479,Ecs Me Llc,4.3,80,128.0,IT Services & Consulting ,Dubai
8480,Laxmi India Finleasecap,4.3,80,310.0,51-200 Employees ,Kolkata
8481,Self Coaching Classes,4.4,80,936.0,IT Services & Consulting ,New Delhi
8482,Dar Al Riyadh Consultants,4.4,80,69.0,Architecture & Interior Design ,Riyadh
8483,Century Real Estate,4.2,80,510.0,Real Estate ,Bangalore/Bengaluru
8484,Iprogrammer Solutions,4.3,80,431.0,IT Services & Consulting ,Missoula
8485,BEC Chemicals,3.6,80,472.0,Pharma ,Mumbai
8486,Nestor Pharmaceuticals,3.5,80,393.0,Pharma ,New Delhi
8487,OVT India,3.5,80,597.0,Electrical Equipment ,Noida
8488,RS India Group,3.9,80,183.0,51-200 Employees ,Noida
8489,Hogarth Worldwide,3.8,80,1100.0,Marketing & Advertising ,London
8490,Valu Connex Telecom Services Private,4.1,80,266.0,Telecom ,Navi Mumbai
8491,WPP,3.7,80,1100.0,Marketing & Advertising ,London
8492,Lavya Associates HR Services,3.9,80,160.0,Recruitment ,Ludhiana
8493,Thriveni Sainik Mining,4.3,80,493.0,Metals & Mining ,Hazaribagh
8494,Delval Flow Controls,4.3,80,641.0,Industrial Machinery ,Louisiana
8495,Nissin Abc Logistics,4.4,80,403.0,Logistics ,Gurugram
8496,Learning Routes,4.1,80,266.0,EdTech ,Gurgaon
8497,GAP IT Services India,3.8,80,576.0,IT Services & Consulting ,San Francisco
8498,Kreate Energy,3.5,80,368.0,Power ,New Delhi
8499,Valiant Organics,3.9,80,597.0,Chemicals / Agri Inputs ,Mumbai
8500,ICE Data Services,3.5,80,665.0,Financial Services ,Atlanta
8501,Cashfree Payments,3.6,80,857.0,FinTech ,Bangalore
8502,Isgec Hitachi Zosen,3.7,80,510.0,Industrial Machinery ,Dahej
8503,BANKEDGE,3.9,80,200.0,Education & Training ,Mumbai
8504,Accu Pack Engineering,3.6,80,436.0,Engineering & Construction ,Navi Mumbai
8505,ZTT,3.7,80,530.0,Industrial Machinery ,Nantong
8506,DLV Software,4.0,80,61.0,IT Services & Consulting ,Hyderabad/Secunderabad
8507,Nanavati Max Super Speciality Hospital,4.0,80,325.0,Mumbai +1 more,Mumbai
8508,Marvel Realtors,3.3,80,394.0,Real Estate ,Pune
8509,Asia Motor Works,4.0,80,252.0,Auto Components ,Mumbai
8510,Integral University,4.0,80,343.0,Education & Training ,Lucknow
8511,Kalyaniwalla & Mistry,3.4,80,462.0,Accounting & Auditing ,Mumbai
8512,V2soft,4.0,80,943.0,IT Services & Consulting ,Bloomfield Hills
