Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
42,0,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2,Manufacturing Director,2,1,4434,1,0,13,3,4,10,3,2,9,7,8
38,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,2,Healthcare Representative,1,2,6288,2,0,15,3,3,13,3,2,4,1,2
34,0,Travel_Frequently,Research & Development,16,4,Life Sciences,0,1,Research Scientist,4,0,2553,1,0,16,3,3,6,3,3,5,1,3
49,1,Travel_Rarely,Sales,11,3,Marketing,0,3,Sales Executive,4,1,7654,1,0,18,3,1,9,3,4,9,7,7
55,1,Travel_Rarely,Sales,2,1,Medical,1,2,Sales Executive,4,0,5160,4,0,16,3,3,12,3,2,9,7,3
43,0,Travel_Rarely,Research & Development,14,2,Life Sciences,1,4,Research Director,1,1,17159,6,0,24,4,3,22,3,3,4,1,0
27,0,Travel_Rarely,Research & Development,5,1,Technical Degree,1,3,Research Director,4,2,12808,1,1,16,3,2,9,3,3,9,0,8
35,0,Travel_Rarely,Research & Development,7,3,Other,1,3,Manufacturing Director,3,0,10221,3,0,21,4,2,17,3,4,8,1,6
28,0,Travel_Rarely,Sales,2,4,Marketing,0,2,Sales Executive,2,1,4779,1,1,20,4,1,8,2,3,8,7,5
34,0,Travel_Rarely,Human Resources,3,2,Human Resources,1,1,Human Resources,4,1,3737,0,0,19,3,3,4,1,1,3,0,2
26,1,Travel_Frequently,Research & Development,5,2,Medical,0,1,Research Scientist,3,1,2366,1,1,14,3,1,8,2,3,8,1,7
27,0,Non-Travel,Research & Development,3,3,Medical,1,1,Research Scientist,4,1,1706,1,0,11,3,3,0,6,2,0,0,0
51,0,Travel_Rarely,Sales,26,4,Marketing,0,4,Manager,3,1,16307,2,0,14,3,3,29,2,2,20,4,17
44,0,Travel_Rarely,Research & Development,4,3,Medical,1,2,Healthcare Representative,2,0,5933,9,0,12,3,4,10,2,2,5,2,3
25,0,Travel_Rarely,Research & Development,2,1,Medical,1,1,Research Scientist,1,0,3424,7,0,13,3,3,6,3,2,4,0,1
33,0,Travel_Rarely,Sales,1,3,Medical,1,2,Sales Executive,1,2,4037,1,0,22,4,1,9,5,3,9,0,8
35,0,Travel_Rarely,Research & Development,27,1,Medical,0,1,Research Scientist,1,0,2559,1,0,11,3,4,6,3,2,6,1,1
36,0,Travel_Rarely,Sales,1,2,Life Sciences,1,2,Sales Executive,4,1,6201,1,1,14,3,4,18,1,2,18,4,11
32,0,Travel_Rarely,Sales,13,4,Life Sciences,1,2,Sales Executive,4,2,4403,2,0,11,3,3,8,3,2,5,0,3
30,0,Travel_Frequently,Research & Development,5,4,Life Sciences,1,1,Research Scientist,4,2,3761,9,0,12,3,2,10,3,2,5,0,3
53,0,Travel_Rarely,Sales,7,2,Marketing,0,3,Sales Executive,4,1,10934,7,1,18,3,4,35,3,3,5,0,4
45,0,Travel_Rarely,Sales,9,3,Marketing,1,3,Sales Executive,1,2,10761,4,1,12,3,3,18,2,3,5,0,2
32,0,Travel_Rarely,Research & Development,8,2,Medical,0,2,Research Scientist,3,1,5175,5,0,12,3,3,9,3,2,5,1,3
52,0,Travel_Frequently,Research & Development,25,4,Medical,0,4,Manufacturing Director,4,1,13826,3,0,22,4,3,31,3,3,9,0,0
37,0,Travel_Rarely,Sales,16,4,Marketing,1,2,Sales Executive,3,2,6334,4,0,19,3,4,9,2,3,1,0,0
28,0,Travel_Rarely,Human Resources,8,2,Medical,1,1,Human Resources,4,2,4936,1,0,13,3,4,6,6,3,5,0,4
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2,Manufacturing Director,4,1,4775,6,0,22,4,1,4,2,1,2,2,2
44,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1,Laboratory Technician,4,1,2818,2,1,24,4,3,10,2,2,3,0,2
42,0,Travel_Frequently,Research & Development,2,1,Medical,1,1,Research Scientist,4,0,2515,5,1,14,3,4,8,2,3,2,2,2
36,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,1,Human Resources,1,1,2342,0,0,21,4,3,6,3,3,5,0,3
25,0,Travel_Rarely,Sales,3,1,Other,1,2,Sales Executive,1,1,4194,1,1,18,3,4,5,3,3,5,0,3
35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,0,3,Manufacturing Director,3,1,10685,1,1,20,4,2,17,2,3,17,5,15
35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,0,1,Research Scientist,2,2,2022,1,1,19,3,1,10,3,2,10,7,8
32,0,Non-Travel,Research & Development,1,3,Life Sciences,1,1,Laboratory Technician,4,2,2314,0,0,12,3,2,4,2,3,3,0,2
25,0,Travel_Rarely,Sales,4,1,Marketing,1,2,Sales Executive,1,1,4256,1,0,12,3,1,5,1,4,5,0,3
49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,0,1,Research Scientist,1,1,3580,2,0,16,3,2,7,2,3,4,0,2
24,0,Non-Travel,Research & Development,4,1,Life Sciences,1,1,Laboratory Technician,4,1,3162,0,0,17,3,4,6,2,2,5,3,4
32,0,Travel_Frequently,Sales,5,2,Life Sciences,1,2,Sales Executive,2,1,6524,1,0,14,3,4,10,3,3,10,5,3
38,0,Travel_Rarely,Sales,9,3,Marketing,1,1,Sales Representative,2,1,2899,0,0,19,3,4,3,3,3,2,1,2
42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,0,2,Laboratory Technician,4,1,5231,2,1,13,3,2,17,1,2,5,1,3
31,0,Travel_Rarely,Research & Development,11,4,Life Sciences,1,1,Research Scientist,4,1,2356,3,1,19,3,2,8,2,3,6,0,2
29,1,Travel_Rarely,Sales,1,3,Medical,0,1,Sales Representative,3,2,2800,6,1,19,3,3,5,3,3,3,0,2
53,0,Travel_Rarely,Sales,8,3,Marketing,1,4,Sales Executive,4,1,11836,5,0,14,3,3,28,3,3,2,2,2
35,0,Travel_Rarely,Research & Development,25,3,Technical Degree,1,3,Manufacturing Director,2,1,10903,3,0,16,3,1,16,2,3,13,4,8
37,0,Travel_Frequently,Sales,21,2,Medical,0,1,Sales Representative,4,1,2973,5,0,15,3,2,10,3,3,5,0,0
53,0,Travel_Rarely,Research & Development,23,4,Life Sciences,0,4,Research Director,4,0,14275,6,0,18,3,3,33,0,3,12,3,8
43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,0,2,Healthcare Representative,4,1,5562,4,0,13,3,2,12,2,2,5,2,2
47,0,Travel_Rarely,Sales,2,2,Marketing,0,2,Sales Executive,4,1,4537,0,1,22,4,1,8,2,3,7,7,7
37,0,Non-Travel,Sales,19,2,Medical,1,3,Sales Executive,2,0,7642,1,1,13,3,4,10,2,3,10,0,9
50,0,Non-Travel,Research & Development,2,4,Life Sciences,1,4,Manager,1,2,17924,1,0,11,3,4,31,3,3,31,14,7
39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,0,2,Human Resources,4,1,5204,8,0,11,3,3,13,2,3,5,0,4
33,0,Travel_Rarely,Human Resources,3,2,Human Resources,1,1,Human Resources,2,2,2277,3,1,11,3,3,7,4,4,4,0,3
32,1,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1,Laboratory Technician,4,0,2795,1,1,24,4,3,1,2,1,1,0,1
29,0,Travel_Rarely,Research & Development,7,1,Medical,0,1,Laboratory Technician,4,2,2532,6,0,14,3,3,8,5,3,4,0,3
44,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1,Research Scientist,1,1,2559,1,1,13,3,4,8,0,3,8,7,1
28,0,Travel_Rarely,Sales,5,4,Medical,1,2,Sales Executive,4,0,4908,1,0,14,3,2,4,3,3,4,0,2
58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1,Laboratory Technician,4,2,2380,9,1,14,3,4,3,3,2,1,0,0
43,0,Travel_Rarely,Research & Development,8,3,Life Sciences,0,2,Manufacturing Director,2,2,4765,4,0,21,4,3,4,2,4,1,0,0
20,1,Travel_Rarely,Sales,2,3,Medical,0,1,Sales Representative,3,0,2044,1,0,13,3,4,2,3,2,2,0,2
21,1,Travel_Rarely,Research & Development,18,1,Other,0,1,Research Scientist,4,0,2693,1,0,19,3,1,1,3,2,1,0,0
36,0,Travel_Rarely,Research & Development,14,1,Life Sciences,1,2,Healthcare Representative,4,1,6586,0,1,17,3,1,17,2,2,16,4,11
47,0,Travel_Rarely,Sales,2,4,Life Sciences,0,1,Sales Representative,4,0,3294,1,1,18,3,1,3,3,2,3,1,2
22,1,Travel_Rarely,Research & Development,3,1,Life Sciences,0,2,Manufacturing Director,3,1,4171,0,1,19,3,1,4,3,4,3,0,2
41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,0,1,Laboratory Technician,4,2,2778,4,1,13,3,3,10,1,2,7,1,0
28,0,Travel_Rarely,Research & Development,9,3,Medical,0,1,Research Scientist,3,2,2377,5,0,18,3,2,6,2,3,2,2,2
39,1,Travel_Rarely,Research & Development,6,3,Medical,1,1,Laboratory Technician,1,1,2404,7,1,21,4,4,8,2,1,2,2,2
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,0,1,Research Scientist,3,0,2318,1,0,19,3,3,1,2,3,1,0,0
34,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1,Laboratory Technician,2,2,2008,1,0,14,3,2,1,3,3,1,1,0
42,0,Travel_Rarely,Sales,14,2,Medical,0,2,Sales Executive,3,0,6244,7,0,17,3,1,10,6,3,5,0,3
33,0,Travel_Rarely,Research & Development,1,4,Other,1,1,Research Scientist,1,0,2799,3,1,11,3,2,6,1,3,3,0,2
58,0,Travel_Rarely,Research & Development,5,3,Technical Degree,0,3,Healthcare Representative,2,2,10552,2,1,13,3,4,24,3,3,6,0,4
31,0,Travel_Rarely,Sales,7,4,Life Sciences,1,1,Sales Representative,3,1,2329,3,0,15,3,2,13,2,4,7,5,2
35,0,Travel_Rarely,Research & Development,21,1,Life Sciences,0,2,Healthcare Representative,4,1,4014,1,1,25,4,4,10,2,1,10,0,7
49,0,Travel_Rarely,Research & Development,8,2,Other,0,3,Laboratory Technician,2,1,7403,4,0,11,3,3,29,3,2,26,1,7
48,0,Travel_Rarely,Research & Development,20,4,Medical,1,1,Research Scientist,3,1,2259,4,0,17,3,1,13,2,2,0,0,0
31,0,Non-Travel,Sales,20,2,Marketing,0,2,Sales Executive,3,1,6932,1,0,13,3,4,9,2,2,9,0,0
36,0,Travel_Rarely,Research & Development,7,4,Other,1,1,Research Scientist,4,0,4678,2,0,18,3,3,8,6,3,6,0,1
38,0,Travel_Rarely,Research & Development,1,3,Technical Degree,0,3,Research Director,1,1,13582,1,0,13,3,2,15,3,3,15,5,11
32,0,Non-Travel,Research & Development,1,3,Life Sciences,0,1,Laboratory Technician,2,1,2332,6,0,20,4,3,5,3,3,3,0,2
25,1,Travel_Rarely,Sales,19,2,Marketing,1,1,Sales Representative,2,1,2413,1,1,18,3,3,1,2,3,1,0,0
40,0,Travel_Rarely,Sales,10,4,Marketing,1,3,Sales Executive,2,2,9705,2,0,12,3,2,11,2,2,1,0,0
26,0,Travel_Frequently,Sales,1,3,Medical,1,2,Sales Executive,1,0,4294,1,0,12,3,2,7,2,3,7,0,7
41,0,Travel_Rarely,Research & Development,6,3,Medical,1,1,Laboratory Technician,1,0,4721,2,1,13,3,3,20,3,3,18,2,17
36,0,Travel_Rarely,Research & Development,2,4,Medical,1,1,Laboratory Technician,3,0,2519,4,0,21,4,3,16,6,3,11,3,9
19,1,Travel_Rarely,Sales,21,3,Other,1,1,Sales Representative,2,0,2121,1,1,13,3,2,1,3,4,1,0,0
20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1,Laboratory Technician,1,0,2973,1,0,19,3,2,1,2,3,1,0,0
31,0,Travel_Rarely,Research & Development,12,3,Medical,0,2,Healthcare Representative,4,1,5855,0,1,11,3,3,10,2,1,9,8,5
40,0,Travel_Frequently,Research & Development,9,4,Medical,1,1,Research Scientist,2,2,3617,8,1,14,3,4,3,2,3,1,0,0
32,0,Travel_Rarely,Research & Development,3,4,Medical,0,2,Manufacturing Director,1,1,6725,1,0,12,3,3,8,2,4,8,6,3
36,1,Travel_Rarely,Sales,3,1,Life Sciences,1,3,Sales Executive,4,1,10325,1,1,11,3,1,16,6,3,16,3,7
33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,0,2,Healthcare Representative,4,0,6949,0,0,14,3,1,6,3,3,5,1,4
37,1,Travel_Rarely,Sales,1,4,Life Sciences,1,3,Sales Executive,3,1,10609,5,0,11,3,3,17,2,1,14,11,7
45,0,Non-Travel,Research & Development,4,2,Life Sciences,1,2,Laboratory Technician,2,1,4447,1,0,12,3,2,9,5,2,9,0,8
29,0,Travel_Frequently,Sales,20,3,Technical Degree,0,1,Sales Representative,4,1,2157,1,0,15,3,2,3,5,3,3,0,2
35,0,Travel_Rarely,Sales,18,3,Medical,0,2,Sales Executive,3,1,4601,1,0,16,3,2,5,3,3,5,1,0
52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Manager,4,1,17099,2,0,15,3,2,26,2,2,9,7,8
58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1,Research Scientist,3,0,2479,4,0,24,4,1,7,4,3,1,0,0
53,0,Travel_Rarely,Sales,2,2,Medical,1,4,Manager,3,2,14852,6,0,13,3,3,22,3,4,17,15,2
30,0,Travel_Rarely,Sales,8,2,Other,1,3,Sales Executive,3,2,7264,5,0,11,3,1,10,2,4,8,7,7
38,0,Non-Travel,Sales,10,3,Technical Degree,0,2,Sales Executive,4,0,5666,1,1,13,3,2,6,1,3,5,1,3
35,0,Travel_Rarely,Sales,3,4,Life Sciences,1,3,Sales Executive,4,2,7823,6,0,13,3,2,12,2,3,10,0,8
39,0,Travel_Rarely,Sales,2,5,Life Sciences,1,3,Sales Executive,3,0,7880,0,0,18,3,4,9,3,3,8,0,7
40,1,Non-Travel,Sales,24,3,Life Sciences,0,4,Sales Executive,2,0,13194,4,1,16,3,4,22,2,2,1,0,0
47,0,Travel_Frequently,Research & Development,16,4,Medical,1,2,Manufacturing Director,3,2,5067,1,1,19,3,3,20,3,4,19,2,7
36,0,Non-Travel,Sales,8,4,Technical Degree,1,2,Sales Executive,4,2,5079,4,0,13,3,4,12,3,3,7,0,7
31,1,Non-Travel,Research & Development,9,2,Medical,1,1,Research Scientist,1,0,2321,0,1,22,4,1,4,0,3,3,1,2
33,0,Non-Travel,Sales,17,3,Life Sciences,1,4,Manager,3,0,17444,1,0,11,3,4,10,2,3,10,6,0
29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,0,1,Research Scientist,1,0,2404,6,1,20,4,3,3,5,3,0,0,0
33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,0,1,Research Scientist,4,0,3452,3,0,18,3,1,5,4,3,3,0,2
45,0,Travel_Rarely,Research & Development,1,4,Medical,0,1,Laboratory Technician,4,2,2270,3,0,14,3,4,8,2,3,5,0,2
50,0,Travel_Rarely,Research & Development,1,2,Medical,1,4,Research Director,4,2,17399,9,0,22,4,3,32,1,2,5,1,3
33,0,Travel_Frequently,Research & Development,1,4,Other,0,2,Healthcare Representative,2,1,5488,1,1,13,3,1,6,2,3,6,1,2
41,0,Travel_Frequently,Research & Development,9,3,Medical,1,5,Research Director,3,2,19419,2,0,17,3,2,21,2,4,18,0,11
27,0,Travel_Rarely,Research & Development,16,4,Technical Degree,0,1,Laboratory Technician,2,1,2811,9,0,14,3,2,4,2,3,2,2,2
45,0,Non-Travel,Research & Development,23,2,Life Sciences,1,2,Laboratory Technician,1,1,3633,1,1,15,3,3,9,2,3,9,0,8
47,0,Travel_Rarely,Sales,4,2,Life Sciences,0,2,Sales Executive,4,0,4163,1,1,17,3,3,9,0,3,9,0,7
30,1,Travel_Rarely,Research & Development,22,3,Life Sciences,0,1,Research Scientist,3,1,2132,4,1,11,3,2,7,2,3,5,0,1
50,0,Travel_Rarely,Research & Development,24,3,Life Sciences,1,4,Manufacturing Director,3,1,13973,3,1,18,3,4,22,2,3,12,1,5
38,0,Travel_Frequently,Research & Development,10,1,Medical,1,1,Research Scientist,3,1,2684,0,0,17,3,2,3,0,2,2,0,2
46,0,Travel_Rarely,Research & Development,7,2,Medical,1,3,Manufacturing Director,3,2,10845,6,0,13,3,2,13,3,3,8,0,7
24,0,Travel_Rarely,Research & Development,17,1,Medical,0,2,Manufacturing Director,3,2,4377,1,0,15,3,2,5,6,3,4,3,2
35,1,Travel_Rarely,Research & Development,14,4,Other,1,1,Laboratory Technician,2,2,3743,1,1,24,4,4,5,2,1,4,0,2
31,0,Travel_Frequently,Research & Development,1,1,Life Sciences,0,2,Manufacturing Director,1,1,4148,1,0,12,3,3,4,1,3,4,0,3
18,0,Non-Travel,Research & Development,5,2,Life Sciences,1,1,Research Scientist,4,0,1051,1,0,15,3,4,0,2,3,0,0,0
54,0,Travel_Rarely,Research & Development,17,3,Technical Degree,0,3,Manufacturing Director,3,1,10739,8,0,11,3,3,22,2,3,10,0,8
35,0,Travel_Rarely,Research & Development,25,4,Medical,0,3,Healthcare Representative,3,2,10388,1,1,11,3,3,16,3,2,16,10,1
30,0,Travel_Rarely,Research & Development,8,2,Life Sciences,0,3,Research Director,1,1,11416,0,1,12,3,3,9,4,2,8,1,7
20,1,Travel_Rarely,Research & Development,11,3,Medical,0,1,Research Scientist,1,0,2600,1,1,15,3,1,1,2,3,1,0,0
30,1,Travel_Frequently,Research & Development,5,3,Medical,0,1,Laboratory Technician,2,0,2422,0,0,17,3,1,4,3,3,3,1,2
26,0,Travel_Rarely,Research & Development,2,2,Medical,1,2,Manufacturing Director,4,1,5472,1,0,12,3,2,8,2,3,8,1,3
22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1,Laboratory Technician,1,1,2451,1,0,15,3,1,4,3,2,4,1,1
48,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2,Healthcare Representative,3,0,4240,2,0,13,3,4,19,0,3,2,2,2
48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,3,Healthcare Representative,3,0,10999,7,0,14,3,2,27,3,3,15,4,8
41,0,Travel_Rarely,Research & Development,7,2,Medical,0,2,Manufacturing Director,3,0,5003,6,0,14,3,2,8,6,3,2,2,1
39,0,Travel_Rarely,Research & Development,1,1,Life Sciences,0,4,Manufacturing Director,4,1,12742,1,0,16,3,3,21,3,3,21,11,8
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,0,2,Manufacturing Director,4,1,4227,0,0,18,3,2,4,2,3,3,2,2
35,0,Travel_Rarely,Research & Development,10,3,Other,1,1,Laboratory Technician,4,2,3917,1,0,20,4,1,3,4,2,3,1,2
42,0,Travel_Rarely,Sales,5,2,Marketing,1,5,Manager,3,1,18303,6,0,13,3,2,21,3,4,1,0,0
50,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1,Laboratory Technician,4,1,2380,4,0,18,3,2,8,5,3,1,0,0
59,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,4,Manufacturing Director,4,0,13726,3,1,13,3,1,30,4,3,5,4,3
37,1,Travel_Rarely,Research & Development,11,2,Medical,0,2,Healthcare Representative,2,1,4777,5,0,15,3,1,15,2,1,1,0,0
55,0,Travel_Frequently,Research & Development,18,4,Medical,1,2,Healthcare Representative,2,1,6385,3,1,14,3,4,17,3,3,8,6,7
41,0,Non-Travel,Research & Development,7,1,Life Sciences,0,5,Research Director,3,2,19973,1,0,22,4,2,21,3,3,21,5,10
38,0,Travel_Rarely,Sales,3,4,Life Sciences,1,2,Sales Executive,4,0,6861,8,1,12,3,3,19,1,3,1,0,0
26,1,Non-Travel,Sales,29,2,Medical,1,2,Sales Executive,1,0,4969,8,0,18,3,4,7,6,3,2,2,2
52,1,Travel_Rarely,Sales,2,1,Marketing,0,5,Manager,4,1,19845,1,0,15,3,4,33,3,3,32,6,9
44,0,Travel_Rarely,Sales,28,3,Medical,0,4,Sales Executive,4,1,13320,3,1,18,3,3,23,2,3,12,11,11
50,0,Non-Travel,Sales,1,3,Life Sciences,0,2,Sales Executive,3,1,6347,0,0,12,3,1,19,3,3,18,0,13
36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,0,1,Laboratory Technician,1,0,2743,1,0,16,3,3,18,1,3,17,15,14
39,0,Travel_Frequently,Research & Development,22,3,Medical,0,3,Manufacturing Director,1,0,10880,1,1,13,3,3,21,2,3,21,2,8
33,0,Non-Travel,Sales,8,1,Life Sciences,0,1,Sales Representative,4,0,2342,0,0,19,3,4,3,2,2,2,2,2
45,0,Travel_Rarely,Sales,11,2,Life Sciences,0,4,Manager,4,1,17650,3,0,13,3,2,26,4,4,9,1,1
32,0,Non-Travel,Research & Development,29,4,Medical,0,1,Laboratory Technician,3,0,4025,9,0,12,3,2,10,2,3,8,7,7
34,0,Travel_Rarely,Sales,1,4,Marketing,1,2,Sales Executive,4,2,9725,0,0,11,3,4,16,2,2,15,0,9
59,0,Travel_Rarely,Sales,1,2,Technical Degree,1,3,Manager,4,1,11904,3,1,14,3,3,14,1,1,6,0,4
45,0,Travel_Rarely,Human Resources,24,4,Medical,1,1,Human Resources,2,0,2177,1,0,16,3,1,6,3,3,6,0,4
53,0,Travel_Frequently,Sales,2,3,Marketing,0,3,Sales Executive,2,1,7525,2,0,12,3,1,30,2,3,15,6,12
36,1,Travel_Rarely,Research & Development,15,3,Other,1,2,Laboratory Technician,3,2,4834,7,0,14,3,2,9,3,2,1,0,0
26,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1,Research Scientist,1,1,2042,6,1,14,3,2,6,2,3,3,1,2
34,0,Travel_Rarely,Sales,10,4,Life Sciences,0,1,Sales Representative,3,1,2220,1,1,19,3,4,1,2,3,1,0,0
28,0,Travel_Rarely,Sales,10,1,Medical,1,1,Sales Representative,2,1,1052,1,0,22,4,2,1,5,3,1,0,0
38,0,Travel_Frequently,Research & Development,3,4,Other,1,1,Research Scientist,3,1,2821,3,0,16,3,1,8,2,3,2,2,2
50,0,Travel_Rarely,Research & Development,2,4,Medical,1,5,Research Director,3,1,19237,2,1,11,3,4,29,2,2,8,7,7
37,0,Travel_Rarely,Research & Development,3,3,Other,0,2,Healthcare Representative,2,0,4107,3,0,15,3,1,8,3,2,4,0,1
40,0,Travel_Rarely,Sales,26,3,Marketing,1,2,Sales Executive,1,1,8396,1,0,14,3,2,8,3,2,7,7,5
26,0,Travel_Frequently,Research & Development,1,1,Medical,0,1,Research Scientist,3,2,2007,1,0,13,3,3,5,5,3,5,1,3
46,0,Travel_Rarely,Research & Development,1,4,Medical,1,5,Research Director,4,2,19627,9,0,17,3,4,23,0,3,2,2,2
54,0,Travel_Rarely,Sales,2,4,Life Sciences,0,3,Sales Executive,3,1,10686,6,0,11,3,2,13,4,3,9,7,0
56,0,Travel_Frequently,Research & Development,9,3,Medical,0,1,Research Scientist,3,1,2942,2,0,19,3,2,18,4,3,5,0,3
36,0,Travel_Rarely,Research & Development,12,5,Medical,0,3,Manufacturing Director,4,0,8858,0,0,11,3,2,15,2,2,14,7,8
55,0,Non-Travel,Research & Development,2,1,Medical,1,4,Manager,1,0,16756,7,0,15,3,2,31,3,4,9,6,2
43,0,Travel_Rarely,Sales,25,3,Medical,1,3,Sales Executive,4,2,10798,5,0,13,3,3,18,5,3,1,0,0
20,1,Travel_Frequently,Sales,9,3,Marketing,0,1,Sales Representative,4,0,2323,1,1,14,3,2,2,3,3,2,0,2
21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,0,1,Laboratory Technician,1,0,1416,1,0,13,3,1,1,6,2,1,1,0
46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,0,2,Research Scientist,1,2,4615,8,1,23,4,1,19,2,3,16,1,7
51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1,Research Scientist,3,1,2461,9,1,12,3,3,18,2,4,10,2,7
28,1,Non-Travel,Research & Development,24,2,Technical Degree,1,3,Healthcare Representative,1,0,8722,1,0,12,3,1,10,2,2,10,1,9
26,0,Travel_Rarely,Research & Development,1,2,Medical,1,1,Laboratory Technician,1,1,3955,1,0,16,3,1,6,2,3,5,1,3
30,0,Travel_Rarely,Research & Development,20,3,Other,1,2,Manufacturing Director,1,1,9957,0,0,15,3,3,7,1,2,6,0,2
41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,0,1,Research Scientist,3,1,3376,1,0,13,3,3,10,3,3,10,0,8
38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,0,3,Healthcare Representative,3,1,8823,0,0,18,3,1,20,4,2,19,1,9
40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1,3,Healthcare Representative,4,1,10322,4,0,20,4,4,14,6,3,11,11,1
27,0,Non-Travel,Research & Development,8,5,Life Sciences,1,1,Laboratory Technician,3,1,4621,1,0,19,3,4,3,4,3,3,1,2
55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3,Manufacturing Director,2,1,10976,3,0,18,3,2,23,4,3,3,1,2
28,0,Travel_Rarely,Research & Development,10,3,Other,0,2,Research Scientist,3,0,3660,3,0,13,3,4,10,4,4,8,1,7
44,1,Travel_Rarely,Human Resources,1,2,Medical,1,3,Human Resources,1,1,10482,9,0,14,3,4,24,1,3,20,3,6
33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3,Healthcare Representative,4,2,7119,4,0,15,3,3,9,2,3,3,1,2
35,1,Travel_Rarely,Sales,4,3,Technical Degree,1,3,Sales Executive,1,0,9582,0,1,22,4,1,9,2,3,8,4,7
33,1,Travel_Frequently,Research & Development,29,4,Medical,0,2,Research Scientist,3,0,4508,1,0,22,4,2,14,4,3,13,3,8
28,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1,Laboratory Technician,3,2,2207,1,0,16,3,4,4,5,2,4,2,2
34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,2,Healthcare Representative,4,0,7756,0,0,17,3,3,7,1,2,6,0,4
37,0,Travel_Rarely,Sales,10,4,Life Sciences,0,2,Sales Executive,4,2,6694,2,1,14,3,3,8,5,3,1,0,0
25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,1,1,Laboratory Technician,4,1,3691,1,1,15,3,2,7,3,4,7,5,6
26,1,Travel_Rarely,Research & Development,21,3,Medical,1,1,Laboratory Technician,3,2,2377,1,0,20,4,3,1,0,2,1,0,0
33,1,Travel_Rarely,Research & Development,25,3,Medical,1,1,Research Scientist,2,0,2313,4,1,20,4,2,5,0,3,2,2,2
42,0,Travel_Rarely,Research & Development,2,2,Medical,1,4,Manager,1,1,17665,0,0,17,3,4,23,3,3,22,13,7
28,1,Travel_Frequently,Research & Development,1,3,Medical,1,1,Laboratory Technician,2,2,2596,1,0,15,3,1,1,2,3,1,0,0
50,1,Travel_Frequently,Sales,1,4,Other,1,2,Sales Executive,3,0,4728,3,1,14,3,4,5,4,3,0,0,0
33,0,Travel_Frequently,Sales,7,3,Life Sciences,0,2,Sales Executive,2,1,4302,0,0,17,3,3,4,3,3,3,0,2
34,0,Non-Travel,Research & Development,3,4,Life Sciences,1,1,Research Scientist,4,1,2979,3,0,17,3,4,6,2,3,0,0,0
48,0,Non-Travel,Research & Development,1,4,Medical,1,4,Manager,4,0,16885,2,0,22,4,3,27,3,2,5,2,1
45,0,Non-Travel,Sales,9,4,Life Sciences,0,2,Sales Executive,3,1,5593,1,0,13,3,4,15,2,3,15,4,12
